[2025-11-28 14:06:35] [32minfo[39m: 	z2m: Zigbee2MQTT started!
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/update/0x286847fffe888871/update/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"command_topic":"zigbee2mqtt/bridge/request/device/ota_update/update","default_entity_id":"update.knapp_stue_x4","device":{"hw_version":0,"identifiers":["zigbee2mqtt_0x286847fffe888871"],"manufacturer":"Namron","model":"Zigbee 8 channel switch black","model_id":"4512773","name":"Knapp stue x4","sw_version":"2.7.6_r26","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"device_class":"firmware","entity_category":"config","entity_picture":"https://github.com/Koenkk/zigbee2mqtt/raw/master/images/logo.png","name":null,"object_id":"knapp_stue_x4","origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"payload_install":"{\"id\": \"0x286847fffe888871\"}","state_topic":"zigbee2mqtt/Knapp stue x4","unique_id":"0x286847fffe888871_update_zigbee2mqtt","value_template":"{\"latest_version\":\"{{ value_json['update']['latest_version'] }}\",\"installed_version\":\"{{ value_json['update']['installed_version'] }}\",\"update_percentage\":{{ value_json['update'].get('progress', 'null') }},\"in_progress\":{{ (value_json['update']['state'] == 'updating')|lower }}}"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/update/0x286847fffe397662/update/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"command_topic":"zigbee2mqtt/bridge/request/device/ota_update/update","default_entity_id":"update.knapp_kjeller_x4","device":{"hw_version":0,"identifiers":["zigbee2mqtt_0x286847fffe397662"],"manufacturer":"Namron","model":"Zigbee 8 channel switch white","model_id":"4512772","name":"Knapp kjeller x4","sw_version":"2.7.6_r26","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"device_class":"firmware","entity_category":"config","entity_picture":"https://github.com/Koenkk/zigbee2mqtt/raw/master/images/logo.png","name":null,"object_id":"knapp_kjeller_x4","origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"payload_install":"{\"id\": \"0x286847fffe397662\"}","state_topic":"zigbee2mqtt/Knapp kjeller x4","unique_id":"0x286847fffe397662_update_zigbee2mqtt","value_template":"{\"latest_version\":\"{{ value_json['update']['latest_version'] }}\",\"installed_version\":\"{{ value_json['update']['installed_version'] }}\",\"update_percentage\":{{ value_json['update'].get('progress', 'null') }},\"in_progress\":{{ (value_json['update']['state'] == 'updating')|lower }}}"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/update/0x84ba20fffedf0077/update/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"command_topic":"zigbee2mqtt/bridge/request/device/ota_update/update","default_entity_id":"update.sonoff_temp_sensor","device":{"hw_version":0,"identifiers":["zigbee2mqtt_0x84ba20fffedf0077"],"manufacturer":"SONOFF","model":"Temperature and humidity sensor with screen","model_id":"SNZB-02D","name":"Sonoff temp sensor","sw_version":"2.3.0","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"device_class":"firmware","entity_category":"config","entity_picture":"https://github.com/Koenkk/zigbee2mqtt/raw/master/images/logo.png","name":null,"object_id":"sonoff_temp_sensor","origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"payload_install":"{\"id\": \"0x84ba20fffedf0077\"}","state_topic":"zigbee2mqtt/Sonoff temp sensor","unique_id":"0x84ba20fffedf0077_update_zigbee2mqtt","value_template":"{\"latest_version\":\"{{ value_json['update']['latest_version'] }}\",\"installed_version\":\"{{ value_json['update']['installed_version'] }}\",\"update_percentage\":{{ value_json['update'].get('progress', 'null') }},\"in_progress\":{{ (value_json['update']['state'] == 'updating')|lower }}}"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/update/0x54ef441000d966d0/update/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"command_topic":"zigbee2mqtt/bridge/request/device/ota_update/update","default_entity_id":"update.veggplugg_kontor","device":{"hw_version":1,"identifiers":["zigbee2mqtt_0x54ef441000d966d0"],"manufacturer":"Aqara","model":"Smart plug EU","model_id":"SP-EUC01","name":"Veggplugg kontor","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"device_class":"firmware","entity_category":"config","entity_picture":"https://github.com/Koenkk/zigbee2mqtt/raw/master/images/logo.png","name":null,"object_id":"veggplugg_kontor","origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"payload_install":"{\"id\": \"0x54ef441000d966d0\"}","state_topic":"zigbee2mqtt/Veggplugg kontor","unique_id":"0x54ef441000d966d0_update_zigbee2mqtt","value_template":"{\"latest_version\":\"{{ value_json['update']['latest_version'] }}\",\"installed_version\":\"{{ value_json['update']['installed_version'] }}\",\"update_percentage\":{{ value_json['update'].get('progress', 'null') }},\"in_progress\":{{ (value_json['update']['state'] == 'updating')|lower }}}"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/update/0x90fd9ffffeea7bbc/update/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"command_topic":"zigbee2mqtt/bridge/request/device/ota_update/update","default_entity_id":"update.taklampe_sov_1","device":{"hw_version":1,"identifiers":["zigbee2mqtt_0x90fd9ffffeea7bbc"],"manufacturer":"IKEA","model":"TRADFRI bulb E12/E14/E26/E27, color/white spectrum, globe, opal, 600 lm","model_id":"LED1624G9","name":"Taklampe sov 1","sw_version":"2.3.093","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"device_class":"firmware","entity_category":"config","entity_picture":"https://github.com/Koenkk/zigbee2mqtt/raw/master/images/logo.png","name":null,"object_id":"taklampe_sov_1","origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"payload_install":"{\"id\": \"0x90fd9ffffeea7bbc\"}","state_topic":"zigbee2mqtt/Taklampe sov 1","unique_id":"0x90fd9ffffeea7bbc_update_zigbee2mqtt","value_template":"{\"latest_version\":\"{{ value_json['update']['latest_version'] }}\",\"installed_version\":\"{{ value_json['update']['installed_version'] }}\",\"update_percentage\":{{ value_json['update'].get('progress', 'null') }},\"in_progress\":{{ (value_json['update']['state'] == 'updating')|lower }}}"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/update/0x680ae2fffe1a7054/update/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"command_topic":"zigbee2mqtt/bridge/request/device/ota_update/update","default_entity_id":"update.taklampe_sov_2","device":{"hw_version":1,"identifiers":["zigbee2mqtt_0x680ae2fffe1a7054"],"manufacturer":"IKEA","model":"TRADFRI bulb E26/E27, color/white spectrum, globe, opal, 800/806/810 lm","model_id":"LED1924G9","name":"Taklampe sov 2","sw_version":"1.0.021","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"device_class":"firmware","entity_category":"config","entity_picture":"https://github.com/Koenkk/zigbee2mqtt/raw/master/images/logo.png","name":null,"object_id":"taklampe_sov_2","origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"payload_install":"{\"id\": \"0x680ae2fffe1a7054\"}","state_topic":"zigbee2mqtt/Taklampe sov 2","unique_id":"0x680ae2fffe1a7054_update_zigbee2mqtt","value_template":"{\"latest_version\":\"{{ value_json['update']['latest_version'] }}\",\"installed_version\":\"{{ value_json['update']['installed_version'] }}\",\"update_percentage\":{{ value_json['update'].get('progress', 'null') }},\"in_progress\":{{ (value_json['update']['state'] == 'updating')|lower }}}"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/update/0x90fd9ffffeebd13e/update/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"command_topic":"zigbee2mqtt/bridge/request/device/ota_update/update","default_entity_id":"update.taklampe_sov_3","device":{"hw_version":1,"identifiers":["zigbee2mqtt_0x90fd9ffffeebd13e"],"manufacturer":"IKEA","model":"TRADFRI bulb E12/E14/E26/E27, color/white spectrum, globe, opal, 600 lm","model_id":"LED1624G9","name":"Taklampe sov 3","sw_version":"2.3.093","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"device_class":"firmware","entity_category":"config","entity_picture":"https://github.com/Koenkk/zigbee2mqtt/raw/master/images/logo.png","name":null,"object_id":"taklampe_sov_3","origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"payload_install":"{\"id\": \"0x90fd9ffffeebd13e\"}","state_topic":"zigbee2mqtt/Taklampe sov 3","unique_id":"0x90fd9ffffeebd13e_update_zigbee2mqtt","value_template":"{\"latest_version\":\"{{ value_json['update']['latest_version'] }}\",\"installed_version\":\"{{ value_json['update']['installed_version'] }}\",\"update_percentage\":{{ value_json['update'].get('progress', 'null') }},\"in_progress\":{{ (value_json['update']['state'] == 'updating')|lower }}}"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/update/0xd44867fffe236d5d/update/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"command_topic":"zigbee2mqtt/bridge/request/device/ota_update/update","default_entity_id":"update.knapp_sov_x4","device":{"hw_version":0,"identifiers":["zigbee2mqtt_0xd44867fffe236d5d"],"manufacturer":"Namron","model":"Zigbee 8 channel switch black","model_id":"4512773","name":"Knapp sov x4","sw_version":"2.7.6_r26","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"device_class":"firmware","entity_category":"config","entity_picture":"https://github.com/Koenkk/zigbee2mqtt/raw/master/images/logo.png","name":null,"object_id":"knapp_sov_x4","origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"payload_install":"{\"id\": \"0xd44867fffe236d5d\"}","state_topic":"zigbee2mqtt/Knapp sov x4","unique_id":"0xd44867fffe236d5d_update_zigbee2mqtt","value_template":"{\"latest_version\":\"{{ value_json['update']['latest_version'] }}\",\"installed_version\":\"{{ value_json['update']['installed_version'] }}\",\"update_percentage\":{{ value_json['update'].get('progress', 'null') }},\"in_progress\":{{ (value_json['update']['state'] == 'updating')|lower }}}"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/update/0x000d6ffffe375ca5/update/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"command_topic":"zigbee2mqtt/bridge/request/device/ota_update/update","default_entity_id":"update.taklampe_1.3","device":{"hw_version":1,"identifiers":["zigbee2mqtt_0x000d6ffffe375ca5"],"manufacturer":"IKEA","model":"TRADFRI bulb E26/E27, white spectrum, globe, opal, 980 lm","model_id":"LED1545G12","name":"Taklampe 1.3","sw_version":"2.3.095","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"device_class":"firmware","entity_category":"config","entity_picture":"https://github.com/Koenkk/zigbee2mqtt/raw/master/images/logo.png","name":null,"object_id":"taklampe_1.3","origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"payload_install":"{\"id\": \"0x000d6ffffe375ca5\"}","state_topic":"zigbee2mqtt/Taklampe 1.3","unique_id":"0x000d6ffffe375ca5_update_zigbee2mqtt","value_template":"{\"latest_version\":\"{{ value_json['update']['latest_version'] }}\",\"installed_version\":\"{{ value_json['update']['installed_version'] }}\",\"update_percentage\":{{ value_json['update'].get('progress', 'null') }},\"in_progress\":{{ (value_json['update']['state'] == 'updating')|lower }}}"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/update/0x000b57fffebeeb01/update/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"command_topic":"zigbee2mqtt/bridge/request/device/ota_update/update","default_entity_id":"update.taklampe_2.2","device":{"hw_version":1,"identifiers":["zigbee2mqtt_0x000b57fffebeeb01"],"manufacturer":"IKEA","model":"TRADFRI bulb E26/E27, white spectrum, globe, clear, 950 lm","model_id":"LED1546G12","name":"Taklampe 2.2","sw_version":"2.3.095","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"device_class":"firmware","entity_category":"config","entity_picture":"https://github.com/Koenkk/zigbee2mqtt/raw/master/images/logo.png","name":null,"object_id":"taklampe_2.2","origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"payload_install":"{\"id\": \"0x000b57fffebeeb01\"}","state_topic":"zigbee2mqtt/Taklampe 2.2","unique_id":"0x000b57fffebeeb01_update_zigbee2mqtt","value_template":"{\"latest_version\":\"{{ value_json['update']['latest_version'] }}\",\"installed_version\":\"{{ value_json['update']['installed_version'] }}\",\"update_percentage\":{{ value_json['update'].get('progress', 'null') }},\"in_progress\":{{ (value_json['update']['state'] == 'updating')|lower }}}"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/update/0x781c9dfffe016cee/update/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"command_topic":"zigbee2mqtt/bridge/request/device/ota_update/update","default_entity_id":"update.taklys_kjellerstue_kontor","device":{"hw_version":1,"identifiers":["zigbee2mqtt_0x781c9dfffe016cee"],"manufacturer":"IKEA","model":"JETSTROM ceiling light panel, white spectrum, 60x60 cm","model_id":"L2207","name":"Taklys kjellerstue kontor","sw_version":"2.4.8","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"device_class":"firmware","entity_category":"config","entity_picture":"https://github.com/Koenkk/zigbee2mqtt/raw/master/images/logo.png","name":null,"object_id":"taklys_kjellerstue_kontor","origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"payload_install":"{\"id\": \"0x781c9dfffe016cee\"}","state_topic":"zigbee2mqtt/Taklys kjellerstue kontor","unique_id":"0x781c9dfffe016cee_update_zigbee2mqtt","value_template":"{\"latest_version\":\"{{ value_json['update']['latest_version'] }}\",\"installed_version\":\"{{ value_json['update']['installed_version'] }}\",\"update_percentage\":{{ value_json['update'].get('progress', 'null') }},\"in_progress\":{{ (value_json['update']['state'] == 'updating')|lower }}}"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/update/0x54dce9fffead8813/update/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"command_topic":"zigbee2mqtt/bridge/request/device/ota_update/update","default_entity_id":"update.0x54dce9fffead8813","device":{"hw_version":1,"identifiers":["zigbee2mqtt_0x54dce9fffead8813"],"manufacturer":"IKEA","model":"INSPELNING smart plug","model_id":"E2206","name":"0x54dce9fffead8813","sw_version":"2.4.45","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"device_class":"firmware","entity_category":"config","entity_picture":"https://github.com/Koenkk/zigbee2mqtt/raw/master/images/logo.png","name":null,"object_id":"0x54dce9fffead8813","origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"payload_install":"{\"id\": \"0x54dce9fffead8813\"}","state_topic":"zigbee2mqtt/0x54dce9fffead8813","unique_id":"0x54dce9fffead8813_update_zigbee2mqtt","value_template":"{\"latest_version\":\"{{ value_json['update']['latest_version'] }}\",\"installed_version\":\"{{ value_json['update']['installed_version'] }}\",\"update_percentage\":{{ value_json['update'].get('progress', 'null') }},\"in_progress\":{{ (value_json['update']['state'] == 'updating')|lower }}}"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/update/0xccccccfffebe8ad3/update/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"command_topic":"zigbee2mqtt/bridge/request/device/ota_update/update","default_entity_id":"update.taklys_mia","device":{"hw_version":1,"identifiers":["zigbee2mqtt_0xccccccfffebe8ad3"],"manufacturer":"IKEA","model":"TRADFRI bulb E12/E14/E26/E27, color/white spectrum, globe, opal, 600 lm","model_id":"LED1624G9","name":"Taklys Mia","sw_version":"2.3.093","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"device_class":"firmware","entity_category":"config","entity_picture":"https://github.com/Koenkk/zigbee2mqtt/raw/master/images/logo.png","name":null,"object_id":"taklys_mia","origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"payload_install":"{\"id\": \"0xccccccfffebe8ad3\"}","state_topic":"zigbee2mqtt/Taklys Mia","unique_id":"0xccccccfffebe8ad3_update_zigbee2mqtt","value_template":"{\"latest_version\":\"{{ value_json['update']['latest_version'] }}\",\"installed_version\":\"{{ value_json['update']['installed_version'] }}\",\"update_percentage\":{{ value_json['update'].get('progress', 'null') }},\"in_progress\":{{ (value_json['update']['state'] == 'updating')|lower }}}"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/update/0x90fd9ffffee05322/update/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"command_topic":"zigbee2mqtt/bridge/request/device/ota_update/update","default_entity_id":"update.fjernkontroll_ask_taklys","device":{"hw_version":1,"identifiers":["zigbee2mqtt_0x90fd9ffffee05322"],"manufacturer":"IKEA","model":"TRADFRI remote control","model_id":"E1524/E1810","name":"Fjernkontroll Ask taklys","sw_version":"24.4.5","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"device_class":"firmware","entity_category":"config","entity_picture":"https://github.com/Koenkk/zigbee2mqtt/raw/master/images/logo.png","name":null,"object_id":"fjernkontroll_ask_taklys","origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"payload_install":"{\"id\": \"0x90fd9ffffee05322\"}","state_topic":"zigbee2mqtt/Fjernkontroll Ask taklys","unique_id":"0x90fd9ffffee05322_update_zigbee2mqtt","value_template":"{\"latest_version\":\"{{ value_json['update']['latest_version'] }}\",\"installed_version\":\"{{ value_json['update']['installed_version'] }}\",\"update_percentage\":{{ value_json['update'].get('progress', 'null') }},\"in_progress\":{{ (value_json['update']['state'] == 'updating')|lower }}}"}'
